respondent_id,BFI_E1,BFI_E2,BFI_E3,BFI_E4,BFI_E5,BFI_E6,BFI_E7,BFI_E8,BFI_E9,BFI_E10,BFI_A1,BFI_A2,BFI_A3,BFI_A4,BFI_A5,BFI_A6,BFI_A7,BFI_A8,BFI_A9,BFI_A10,BFI_C1,BFI_C2,BFI_C3,BFI_C4,BFI_C5,BFI_C6,BFI_C7,BFI_C8,BFI_C9,BFI_C10,BFI_N1,BFI_N2,BFI_N3,BFI_N4,BFI_N5,BFI_N6,BFI_N7,BFI_N8,BFI_N9,BFI_N10,BFI_O1,BFI_O2,BFI_O3,BFI_O4,BFI_O5,BFI_O6,BFI_O7,BFI_O8,BFI_O9,BFI_O10,age,gender
194,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,3.0,4.0,0.0,1.0,0.0,3.0,2.0,3.0,4.0,2.0,2.0,4.0,0.0,4.0,0.0,4.0,1.0,4.0,4.0,4.0,4.0,29,Kvinna
195,,3.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,4.0,0.0,3.0,1.0,4.0,1.0,3.0,3.0,1.0,4.0,1.0,3.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,3.0,2.0,2.0,,2.0,4.0,29,Man
196,3.0,2.0,0.0,3.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,0.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,3.0,1.0,1.0,40,Kvinna
197,3.0,2.0,2.0,0.0,3.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,0.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,4.0,1.0,3.0,2.0,2.0,3.0,44,Kvinna
198,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,0.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,0.0,2.0,1.0,29,Kvinna
199,4.0,2.0,2.0,2.0,4.0,2.0,3.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,3.0,0.0,3.0,1.0,3.0,1.0,4.0,0.0,1.0,1.0,3.0,1.0,3.0,0.0,2.0,2.0,1.0,0.0,2.0,3.0,1.0,3.0,2.0,2.0,0.0,1.0,2.0,2.0,4.0,33,Kvinna
200,0.0,3.0,2.0,1.0,1.0,2.0,0.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,4.0,1.0,2.0,0.0,4.0,4.0,3.0,2.0,18,Kvinna
201,2.0,1.0,3.0,0.0,2.0,2.0,2.0,1.0,3.0,4.0,0.0,4.0,1.0,4.0,0.0,4.0,1.0,1.0,4.0,4.0,4.0,0.0,4.0,0.0,3.0,2.0,3.0,1.0,3.0,2.0,0.0,2.0,0.0,2.0,,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,38,Man
202,0.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,3.0,2.0,1.0,4.0,2.0,3.0,0.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,31,Man
203,4.0,0.0,3.0,1.0,4.0,1.0,2.0,0.0,3.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,0.0,3.0,0.0,3.0,1.0,3.0,0.0,4.0,0.0,0.0,2.0,4.0,2.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,44,Kvinna
204,3.0,3.0,3.0,1.0,3.0,0.0,2.0,1.0,4.0,0.0,0.0,2.0,2.0,4.0,0.0,4.0,0.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,0.0,3.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,49,Man
205,2.0,3.0,3.0,2.0,3.0,2.0,2.0,,3.0,2.0,2.0,3.0,1.0,2.0,2.0,4.0,2.0,2.0,0.0,3.0,2.0,0.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,4.0,4.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,55,Man
206,2.0,2.0,1.0,0.0,2.0,2.0,,1.0,2.0,2.0,4.0,0.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,0.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,0.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,3.0,1.0,3.0,0.0,3.0,2.0,1.0,1.0,1.0,41,Man
207,2.0,1.0,2.0,0.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,4.0,2.0,0.0,3.0,1.0,2.0,1.0,2.0,,2.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,42,Kvinna
208,3.0,0.0,3.0,2.0,3.0,0.0,3.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,4.0,0.0,4.0,1.0,3.0,0.0,4.0,1.0,3.0,3.0,1.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,3.0,0.0,2.0,3.0,1.0,0.0,0.0,38,Kvinna
209,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,4.0,2.0,4.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,2.0,2.0,3.0,0.0,3.0,1.0,4.0,1.0,3.0,4.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,4.0,3.0,2.0,2.0,1.0,4.0,,2.0,1.0,1.0,2.0,0.0,37,Kvinna
210,2.0,3.0,4.0,1.0,2.0,2.0,1.0,3.0,4.0,1.0,2.0,0.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,4.0,0.0,2.0,1.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,47,Kvinna
211,2.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,4.0,2.0,3.0,3.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,3.0,0.0,4.0,0.0,0.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,30,Man
212,4.0,1.0,4.0,0.0,2.0,0.0,4.0,1.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,4.0,1.0,4.0,1.0,1.0,0.0,2.0,1.0,2.0,4.0,2.0,1.0,3.0,0.0,2.0,0.0,3.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,51,Annat
213,4.0,0.0,3.0,0.0,4.0,0.0,4.0,1.0,4.0,0.0,1.0,3.0,2.0,3.0,1.0,2.0,4.0,3.0,2.0,4.0,1.0,2.0,2.0,0.0,2.0,1.0,4.0,2.0,2.0,3.0,2.0,4.0,2.0,4.0,1.0,3.0,2.0,2.0,2.0,0.0,3.0,0.0,2.0,3.0,3.0,0.0,2.0,2.0,3.0,2.0,47,Man
214,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,0.0,2.0,0.0,2.0,0.0,3.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,4.0,2.0,1.0,1.0,3.0,0.0,4.0,3.0,3.0,3.0,50,Man
215,3.0,0.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,3.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,3.0,3.0,,2.0,3.0,3.0,3.0,4.0,56,Man
216,2.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,3.0,0.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,1.0,3.0,1.0,4.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,34,Kvinna
217,1.0,4.0,2.0,4.0,1.0,4.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,0.0,2.0,0.0,3.0,1.0,3.0,1.0,4.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,18,Kvinna
218,1.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,4.0,0.0,2.0,4.0,2.0,3.0,0.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,43,Kvinna
219,2.0,3.0,2.0,1.0,3.0,2.0,0.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,4.0,1.0,3.0,2.0,3.0,3.0,1.0,3.0,1.0,1.0,,2.0,2.0,2.0,2.0,4.0,0.0,2.0,1.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,60,Kvinna
220,2.0,2.0,4.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,,1.0,3.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,56,Kvinna
221,2.0,3.0,2.0,4.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,28,Kvinna
222,3.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,,0.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,2.0,2.0,2.0,1.0,1.0,25,Kvinna
223,2.0,,0.0,3.0,1.0,3.0,1.0,1.0,1.0,4.0,4.0,0.0,4.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,0.0,3.0,1.0,2.0,2.0,4.0,0.0,2.0,1.0,2.0,2.0,,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,23,Man
224,3.0,1.0,4.0,2.0,3.0,3.0,1.0,0.0,4.0,3.0,1.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,4.0,0.0,3.0,0.0,4.0,0.0,3.0,0.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,1.0,3.0,1.0,4.0,0.0,4.0,4.0,4.0,2.0,18,Man
225,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,37,Kvinna
226,,1.0,2.0,2.0,3.0,1.0,2.0,0.0,3.0,2.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,3.0,2.0,3.0,2.0,48,Kvinna
227,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,4.0,0.0,4.0,2.0,4.0,0.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,0.0,3.0,0.0,4.0,0.0,2.0,1.0,0.0,30,Man
228,2.0,1.0,2.0,2.0,2.0,0.0,3.0,3.0,3.0,2.0,0.0,3.0,1.0,4.0,0.0,2.0,0.0,4.0,2.0,2.0,4.0,1.0,4.0,,2.0,1.0,4.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,4.0,4.0,1.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,62,Kvinna
229,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,3.0,2.0,1.0,0.0,3.0,0.0,3.0,1.0,0.0,2.0,0.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,4.0,2.0,,0.0,2.0,0.0,3.0,3.0,4.0,4.0,47,Kvinna
230,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,1.0,2.0,0.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,,4.0,1.0,2.0,4.0,2.0,2.0,2.0,4.0,0.0,1.0,2.0,1.0,52,Man
231,4.0,2.0,2.0,0.0,3.0,1.0,4.0,2.0,4.0,,2.0,0.0,3.0,1.0,2.0,3.0,4.0,0.0,2.0,1.0,0.0,3.0,0.0,3.0,1.0,1.0,0.0,3.0,0.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0,2.0,0.0,18,Man
232,2.0,2.0,2.0,4.0,2.0,4.0,1.0,3.0,2.0,2.0,4.0,1.0,4.0,3.0,2.0,1.0,3.0,0.0,1.0,2.0,,1.0,4.0,2.0,1.0,0.0,3.0,2.0,2.0,3.0,4.0,0.0,3.0,0.0,4.0,1.0,4.0,4.0,3.0,4.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,32,Kvinna
233,2.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0,4.0,1.0,1.0,2.0,0.0,22,Kvinna
234,2.0,0.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,0.0,4.0,2.0,3.0,1.0,4.0,1.0,1.0,0.0,2.0,68,Man
235,0.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,3.0,2.0,2.0,0.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,48,Kvinna
236,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,4.0,0.0,3.0,1.0,2.0,0.0,2.0,2.0,2.0,4.0,30,Man
237,3.0,0.0,3.0,1.0,3.0,1.0,3.0,0.0,3.0,1.0,2.0,,3.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,0.0,3.0,0.0,3.0,0.0,3.0,1.0,3.0,0.0,0.0,2.0,2.0,2.0,3.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,27,Kvinna
238,1.0,3.0,0.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,3.0,3.0,1.0,2.0,0.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,2.0,4.0,2.0,2.0,0.0,2.0,3.0,1.0,27,Kvinna
239,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,1.0,3.0,0.0,4.0,0.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,4.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,,1.0,1.0,3.0,3.0,19,Kvinna
240,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,0.0,2.0,2.0,4.0,2.0,3.0,2.0,1.0,0.0,3.0,3.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,4.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,3.0,2.0,38,Man
241,3.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,0.0,3.0,1.0,3.0,0.0,3.0,2.0,2.0,3.0,4.0,2.0,0.0,3.0,2.0,4.0,0.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,2.0,,4.0,2.0,4.0,1.0,2.0,1.0,0.0,52,Kvinna
242,3.0,3.0,0.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,3.0,0.0,4.0,1.0,3.0,1.0,0.0,0.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,4.0,1.0,3.0,3.0,2.0,2.0,2.0,0.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0,18,Kvinna
243,3.0,0.0,4.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,0.0,3.0,1.0,4.0,1.0,4.0,0.0,3.0,4.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,47,Man
244,2.0,4.0,1.0,3.0,0.0,4.0,0.0,4.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,4.0,2.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,26,Kvinna
245,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,0.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,50,Man
246,1.0,3.0,1.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,3.0,1.0,2.0,2.0,4.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,27,Kvinna
247,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,3.0,0.0,3.0,0.0,4.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,1.0,2.0,,1.0,1.0,1.0,32,Kvinna
248,2.0,2.0,,2.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,4.0,2.0,3.0,0.0,3.0,2.0,,2.0,2.0,1.0,2.0,2.0,,1.0,2.0,0.0,1.0,3.0,0.0,4.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,42,Kvinna
249,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,4.0,0.0,4.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,40,Kvinna
250,1.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,0.0,4.0,1.0,2.0,2.0,2.0,1.0,,2.0,1.0,2.0,3.0,3.0,2.0,4.0,1.0,2.0,1.0,3.0,0.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,0.0,4.0,1.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,51,Kvinna
